handle,first_name,last_name,status,photo_url,org,agents,rounds_played,rating,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage,igl,gender,country,primary_language,regions,league
hiroronn,Yanai,Hiroki,active,http://static.lolesports.com/players/1707181781756_64_ZETA_hiroronn_200902.png,ZETA,"killjoy, reyna, cypher",2374.0,0.98,192.3,0.98,70%,127.4,0.69,0.22,0.09,0.1,27%,17%,FALSE,Male,Japan,Japanese,jp,valorant champions international
SSeeS,Okimura,Tomoki,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,DFM,"omen, viper, sage",633.0,0.92,166.3,0.83,69%,107.6,0.59,0.36,0.05,0.07,34%,13%,FALSE,Male,Japan,Japanese,jp,valorant champions international
Reita,Tatsufumi,Ohsiro,active,,MRSH,"jett, sova, killjoy",3468.0,0.96,209,1.01,70%,134.5,0.72,0.24,0.12,0.11,24%,14%,TRUE,Male,Japan,Japanese,jp,valorant champions international
TENNN,Asai,Tenta,active,http://static.lolesports.com/players/1691657836316__0001_ZETA_TENNN_White_1500x1500_007.png,FL,"raze, killjoy, breach",3424.0,0.94,201.4,0.94,70%,133.1,0.7,0.23,0.12,0.14,25%,16%,FALSE,Male,Japan,Japanese,jp,valorant champions international
eKo,Wangryong,Yeom,active,http://static.lolesports.com/players/1686713825723_Gen.GeKo1.png,NFX,"sova, omen, fade",467.0,0.95,191.9,0.91,70%,127.1,0.66,0.3,0.1,0.09,23%,11%,FALSE,Male,South Korea,Korean,jp,valorant champions international
Xdll,Mizomori,Yuto,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,ZETA,"sova, fade, sage",2943.0,1.01,207.5,0.99,72%,136.4,0.72,0.32,0.09,0.1,26%,16%,FALSE,Male,Japan,Japanese,jp,valorant champions international
iZu,woo ju,Ham,active,http://static.lolesports.com/players/1679650959890_placeholder.png,T1,"jett, omen, raze",768.0,1.19,253,1.27,75%,159.2,0.89,0.16,0.2,0.15,25%,17%,FALSE,Male,South Korea,Korean,jp,valorant champions international
naint,Goldaev,Mingiian,active,http://static.lolesports.com/players/1707160700913_WOLnaintHeadCoach.png,ZYG,"sova, viper, omen",500.0,0.73,159.1,0.71,62%,103.3,0.52,0.27,0.06,0.14,23%,7%,FALSE,Male,RUSSIA,Russian,eu,valorant champions international
Foxy9,Jeong,jae-seong,active,http://static.lolesports.com/players/1691055528358_DRX_Foxy92.png,DRX,"jett, raze, cypher",283.0,1.14,255.3,1.15,70%,160.8,0.9,0.14,0.25,0.18,30%,8%,FALSE,Male,South Korea,Korean,jp,valorant champions international
kyrrz,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyylvaro,Reyes de Diego,active,http://static.lolesports.com/players/1655983724557_placeholder.png,LK,"jett, raze, kayo",2680.0,1.02,200.6,1.02,71%,127.6,0.7,0.25,0.12,0.11,25%,16%,FALSE,Male,Spain,Spanish,eu,valorant champions international
nokocu,Michai? 1/2i? 1/2,Michai? 1/2i? 1/2i? 1/2i? 1/2,active,http://static.lolesports.com/players/1648568746629_placeholder.png,ANM,"jett, chamber, raze",1984.0,0.98,209.9,0.96,68%,135.6,0.73,0.19,0.13,0.13,26%,14%,FALSE,Male,POLAND,Polish,eu,valorant champions international
SugarZ3ro,Shota,Watanabe,active,,ZETA,"omen, astra, viper",3703.0,1.03,193,1.02,73%,126.3,0.69,0.35,0.05,0.07,28%,17%,FALSE,Male,Japan,Japanese,jp,valorant champions international
kaspe,Kasper,Timonen,active,http://static.lolesports.com/players/1643910051978_placeholder.png,BIG,"cypher, sage, astra",2373.0,0.9,179.9,0.92,69%,116.2,0.63,0.26,0.08,0.09,21%,12%,FALSE,Male,Finland,Finnish/Swedish,eu,valorant champions international
nyczu,Szymon,Kulik,active,http://static.lolesports.com/players/1648568722597_placeholder.png,ESC,"viper, killjoy, cypher",3248.0,0.98,186.6,0.94,71%,125.1,0.65,0.26,0.06,0.07,22%,13%,FALSE,Male,Poland,Polish,eu,valorant champions international
Jlerst,Naci Enes,Yi? 1/2i? 1/2i? 1/2i? 1/2i? 1/2i? 1/2,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,GAL,"viper, astra, omen",4307.0,1.04,201.8,1.07,76%,131.8,0.73,0.33,0.08,0.06,31%,14%,FALSE,Male,Turkey,Turkish,eu,valorant champions international
Duno,Mikhail,Fokin,active,http://static.lolesports.com/players/1627382965489_placeholder.png,Twis,"sova, astra, sage",3586.0,0.97,173.4,0.93,73%,113.0,0.6,0.34,0.05,0.06,22%,14%,FALSE,Male,RUSSIA,Russian,eu|mn,valorant champions international
lurzy0y0,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyybrahim,Sandi? 1/2i? 1/2i? 1/2i? 1/2i? 1/2,active,http://static.lolesports.com/players/1627378640245_placeholder.png,GAL,"omen, viper, astra",3853.0,1.03,200.4,1.03,72%,130.9,0.71,0.3,0.08,0.08,32%,13%,FALSE,Male,Turkey,Turkish,eu,valorant champions international
Matrixx,Iljas,Amagow,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,FKS,"omen, viper, astra",2338.0,0.99,193.2,0.96,73%,125.6,0.68,0.36,0.07,0.07,25%,12%,FALSE,Male,Austria,German,eu,valorant champions international
Sacake,Ladislav,Sachr,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,VLNT,"sova, fade, skye",4284.0,0.98,197.9,0.92,71%,133.9,0.65,0.37,0.07,0.08,24%,14%,TRUE,Male,Czechia,Czech,eu,valorant champions international
minemosynE,Tui? 1/2i? 1/2i? 1/2i? 1/2,Minem Alki? 1/2i? 1/2,active,http://static.lolesports.com/players/1633033031951_silhouette.png,BBL.Q,"jett, astra, viper",564.0,0.87,179.9,0.79,67%,123.8,0.61,0.3,0.07,0.1,20%,5%,FALSE,Male,TURKEY,Turkish,eu,valorant champions international
Kryptix,James,Affleck,active,,RTZN,"cypher, killjoy, fade",4377.0,1.01,189.7,1.04,74%,124.6,0.67,0.26,0.05,0.05,21%,15%,FALSE,Male,United Kingdom,English,eu,valorant champions international
OLIZERA,Diogo,Oliviera,active,http://static.lolesports.com/players/1651151353758_placeholder.png,UCAM,"killjoy, cypher, raze",2822.0,0.94,205.8,0.92,67%,136.3,0.7,0.22,0.13,0.14,22%,17%,FALSE,Male,Portugal,Portuguese,eu,valorant champions international
starkk,Gabriel,Certi? 1/2i? 1/2i? 1/2i? 1/2i? 1/2i? 1/2,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,NOVO,"jett, raze, omen",3307.0,0.99,186.1,0.93,72%,121.3,0.65,0.31,0.1,0.09,25%,14%,TRUE,Male,Portugal,Portuguese,eu,valorant champions international
elllement,Dragan,Milanovic,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,CGN,"jett, raze, reyna",5081.0,1.14,243,1.2,71%,159.3,0.86,0.18,0.18,0.14,26%,19%,FALSE,Male,Serbia,Serbian,eu,valorant champions international
Kaspe,Kasper,Timonen,active,http://static.lolesports.com/players/1643910051978_placeholder.png,BIG,"cypher, sage, astra",2373.0,0.9,179.9,0.92,69%,116.2,0.63,0.26,0.08,0.09,21%,12%,FALSE,Male,Finland,Finnish/Swedish,eu,valorant champions international
JKG,Jan Gabriel,Kohl Gutierrez,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,NXT,"sova, omen, brimstone",635.0,0.97,176.8,0.92,71%,120.7,0.64,0.29,0.04,0.05,31%,13%,FALSE,Male,Spain,Spanish,eu,valorant champions international
krysyS,Molina Si? 1/2i? 1/2i? 1/2i? 1/2i? 1/2,Tomi? 1/2i? 1/2i? 1/2,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,FIVE,"jett, kayo, sage",1141.0,0.89,175.8,0.84,69%,112.1,0.62,0.3,0.07,0.1,26%,16%,FALSE,Male,Spain,Spanish,eu,valorant champions international
luckeRRR,Niels,Jasiek,active,http://static.lolesports.com/players/1627374074730_placeholder.png,SGE,"jett, sage, raze",6552.0,0.97,203.9,0.99,70%,127.9,0.71,0.24,0.13,0.11,23%,15%,FALSE,Male,Germany,German,eu,valorant champions international
Musashi,Alessio,Xhaferi,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,ACE,"raze, jett, kayo",5903.0,1.05,219.5,1.07,71%,140.7,0.77,0.27,0.12,0.13,27%,13%,FALSE,Male,Germany,German,eu,valorant champions international
barce,Ryo,Takebayashi,active,http://static.lolesports.com/players/1686713124876_ZETA_barce.png,NFX,"omen, brimstone, raze",1485.0,0.88,180.7,0.99,71%,116.1,0.64,0.26,0.06,0.06,23%,14%,FALSE,Male,Japan,Japanese,jp,valorant champions international
APO,Tom,Bonnion,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,SLY,"cypher, sova, viper",2819.0,0.98,185.6,0.96,69%,123.6,0.66,0.23,0.07,0.07,29%,15%,FALSE,Male,France,French,eu,valorant champions international
LoWkii,Thi? 1/2i? 1/2,Ti? 1/2i? 1/2i? 1/2i? 1/2i? 1/2,active,http://static.lolesports.com/players/1627374952849_placeholder.png,VIT,"jett, sova, sage",1613.0,0.96,191.4,0.96,70%,119.3,0.66,0.24,0.1,0.1,29%,14%,FALSE,Male,France,French,eu,valorant champions international
YoZeii,BOLMIER,Martin,active,http://static.lolesports.com/players/1652460140863_placeholder.png,Lyos,"killjoy, cypher, chamber",463.0,1.05,210.1,1.12,72%,142.5,0.76,0.2,0.08,0.09,31%,15%,FALSE,Male,France,French,eu,valorant champions international
Jolpi,Rodrigo,Pii? 1/2i? 1/2i? 1/2i? 1/2i? 1/2,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,LK,"sova, fade, skye",261.0,0.96,198.9,0.86,65%,129.7,0.68,0.3,0.08,0.08,34%,13%,FALSE,Male,SPAIN,Spanish,eu,valorant champions international
steel,Joshua,Nissan,active,http://static.lolesports.com/players/silhouette.png,DSG,"killjoy, sova, cypher",3775.0,0.89,193.5,0.88,69%,126.2,0.65,0.28,0.1,0.13,19%,13%,FALSE,Male,Canada,English/French,na,valorant champions international
seven,Johann,Hernandez,active,,TSM,"jett, chamber, killjoy",7110.0,1.07,223.4,1.1,72%,143.0,0.78,0.23,0.13,0.12,21%,17%,FALSE,Male,Mexico,Spanish,na,valorant champions international
jcStani,Noah,Smith,active,http://static.lolesports.com/players/1645558942558_placeholder.png,MU,"astra, omen, viper",5346.0,0.98,200.1,0.95,70%,127.8,0.7,0.28,0.1,0.1,26%,16%,FALSE,Male,United States,English,na,valorant champions international
KHaaLiD,Khalid,Al-Talib,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,TU,"breach, sova, kayo",6141.0,1.02,196.3,1.01,73%,129.6,0.69,0.36,0.08,0.09,30%,18%,TRUE,Male,Saudi Arabia,Arabic,mn,valorant champions international
Fr4nky,Ibrahim,AL-Rubayan,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,Twis,"sova, breach, skye",4858.0,0.95,181.8,0.89,71%,121.8,0.62,0.34,0.07,0.07,24%,13%,FALSE,Male,Saudi Arabia,Arabic,mn,valorant champions international
neveR,Vsevolod,Suslov,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,NOVA,"jett, raze, chamber",556.0,0.82,177.8,0.84,69%,118.3,0.63,0.13,0.14,0.18,25%,15%,FALSE,Male,Russia,Russian,mn,valorant champions international
Zodiac,Luong,Tieu Quoc,active,http://static.lolesports.com/players/1644676229363_1599762334741_silhouette.png,NASR,"jett, raze, neon",1174.0,0.84,192.3,0.85,65%,126.2,0.65,0.26,0.11,0.12,30%,16%,FALSE,Male,Japan,Japanese,jp|mn,valorant champions international
b0i,Aaron,Thao,active,,TLN,"omen, astra, kayo",4476.0,0.91,180.7,0.89,70%,118.2,0.63,0.3,0.07,0.09,22%,12%,FALSE,Male,UNITED STATES,English,na,valorant champions international
poiz,Michael,Possis,active,http://static.lolesports.com/players/1633548302085_silhouette.png,C9A,"jett, kayo, reyna",2625.0,1.07,221.7,1.11,71%,140.7,0.79,0.2,0.13,0.12,26%,22%,FALSE,Male,United States,English,na,valorant champions international
jammyz,Jamal,Bangash,active,,DZ,"jett, viper, chamber",1812.0,0.92,188.5,0.93,68%,123.5,0.66,0.21,0.1,0.1,20%,12%,FALSE,Male,United States,English,na,valorant champions international
Lakia,Kim,Jong-min,active,http://static.lolesports.com/players/1707180819642_61_GEN_Lakia_200848.png,GEN,"sova, skye, fade",271.0,1.2,259.6,1.21,73%,171.7,0.9,0.25,0.14,0.13,26%,7%,FALSE,Male,South Korea,Korean,jp,valorant champions international
pho,Mike,Panza,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,EG,"sova, omen, viper",7410.0,0.98,189.5,0.95,69%,125.4,0.66,0.27,0.07,0.07,26%,16%,FALSE,Male,UNITED STATES,English,na,valorant champions international
ANDROID,Bradley,Fodor,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,OU,"phoenix, raze, chamber",4468.0,1.06,229.3,1.15,72%,148.2,0.8,0.21,0.12,0.1,28%,15%,FALSE,Male,Canada,English/French,na,valorant champions international
brax,Braxton,Pierce,active,http://static.lolesports.com/players/1627508955276_silhouette.png,T1,"cypher, killjoy, sova",1317.0,1.06,194.6,1.13,73%,133.3,0.7,0.21,0.07,0.07,32%,13%,FALSE,Male,United States,English,na,valorant champions international
THWIFO,Zander,Kim,active,,100T,"cypher, killjoy, viper",2327.0,1.04,192,0.97,72%,118.5,0.67,0.29,0.09,0.09,23%,14%,FALSE,Male,UNITED STATES,English,na,valorant champions international
pwny,Joshua,VanGorder,active,,OXG,"jett, raze, astra",3343.0,1.05,221.8,1.1,71%,139.5,0.79,0.18,0.16,0.13,24%,15%,FALSE,Male,United States,English,na,valorant champions international
Moh,Mohammed,Bin Oti,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,TU,"omen, astra, killjoy",7479.0,1.14,218.5,1.18,74%,142.5,0.78,0.3,0.1,0.08,28%,16%,FALSE,Male,Saudi Arabia,Arabic,mn,valorant champions international
Munchkin,Byeon,Sang-beom,active,http://static.lolesports.com/players/1691659283016__0010_T1_Munchkin_White_1500x1500_009.png,GEN,"viper, killjoy, kayo",1696.0,1.05,234.4,1.12,71%,148.0,0.79,0.24,0.17,0.15,22%,14%,FALSE,Male,South Korea,Korean,jp,valorant champions international
neth,Yusuke,Matsuda,active,,DFM,"raze, breach, killjoy",4115.0,0.99,195.9,1.03,71%,125.6,0.69,0.3,0.07,0.08,22%,14%,FALSE,Male,Japan,Japanese,jp,valorant champions international
Astell,Jiwon,Mun,active,,DFM,"cypher, killjoy, viper",1828.0,0.94,168.6,0.91,71%,111.2,0.59,0.31,0.06,0.08,23%,13%,FALSE,Female,Japan,Japanese,jp,valorant champions international
yatsuka,Kazuya,Ikeda,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,RID,"killjoy, omen, cypher",757.0,0.99,189.9,0.99,71%,125.9,0.68,0.25,0.07,0.08,34%,23%,FALSE,Male,Japan,Japanese,jp,valorant champions international
Caedye,Amon,Mateus Okakura,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,RID,"raze, sova, viper",749.0,1.01,220.6,1.05,71%,140.4,0.77,0.25,0.13,0.12,29%,20%,FALSE,Male,Japan,Japanese,jp,valorant champions international
Minty,Takahiro,Kato,active,,FAV,"jett, killjoy, skye",2120.0,0.93,198.6,0.93,69%,129.3,0.68,0.22,0.1,0.1,22%,12%,FALSE,Male,Japan,Japanese,jp,valorant champions international
alvar,Khaled,Shanaq,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,UG,"jett, chamber, neon",5232.0,1.05,223.7,1.11,69%,143.7,0.78,0.2,0.17,0.16,28%,12%,FALSE,Male,Jordan,Arabic,mn,valorant champions international
Akai,Saif,Alnuaimi,active,http://static.lolesports.com/players/1681087292785_silhouette_transparent.png,FLC,"raze, jett, neon",3540.0,1.18,265.7,1.27,73%,171.5,0.93,0.18,0.2,0.17,26%,19%,FALSE,Male,United Arab Emirates,Arabic,mn,valorant champions international
KLR,Muath,Sinan,active,http://static.lolesports.com/players/1644828742834_placeholder.png,(+1),"brimstone, kayo",474.0,0.85,188,0.86,63%,124.7,0.69,0.14,0.15,0.16,26%,14%,FALSE,Male,SAUDI ARABIA,Arabic,mn,valorant champions international
ade,Teppei,Hisano,active,,CR,"omen, viper, brimstone",1009.0,0.91,171.7,0.89,69%,109.4,0.62,0.28,0.07,0.08,23%,15%,FALSE,Male,Japan,Japanese,jp,valorant champions international
Fisker,HIDEKI SASAKI,DASILVAGUSTAVO,active,,NFX,"jett, reyna, raze",2714.0,0.93,223.1,0.97,67%,139.1,0.76,0.2,0.2,0.19,25%,17%,FALSE,Male,Japan,Japanese,jp,valorant champions international
zepher,Jyousuke,Matsuda,active,,VL,"jett, killjoy, chamber",2105.0,0.92,197.9,0.95,66%,127.0,0.69,0.19,0.12,0.12,22%,17%,FALSE,Male,Japan,Japanese,jp,valorant champions international
JoxJo,Byungyeon,Jo,active,,RID,"breach, kayo, skye",3093.0,0.91,173.4,0.85,71%,113.4,0.59,0.42,0.06,0.09,23%,18%,TRUE,Male,Japan,Japanese,jp,valorant champions international
rion,Hiroto,Tateno,active,,CR,"omen, viper, reyna",1560.0,0.98,193.7,1.02,70%,123.8,0.7,0.24,0.09,0.08,28%,16%,FALSE,Male,Japan,Japanese,jp,valorant champions international
makiba,Satoru,Miyamoto,active,,CR,"omen, viper, killjoy",1583.0,0.92,173.9,0.89,73%,113.2,0.6,0.38,0.06,0.08,25%,15%,FALSE,Male,Japan,Japanese,jp,valorant champions international
fiziq,Lucas,Blow,active,http://static.lolesports.com/players/silhouette.png,YFP,"Sova, Skye, Breach",7851.0,0.96,183.2,0.91,71%,123.0,0.62,0.32,0.07,0.08,25%,14%,TRUE,Male,United States,English,na,valorant challengers
Happy,Vincent,Schopenhauer,active,,SNG,"Raze, Sage, Skye",886.0,1.14,211.6,1.15,72%,143.4,0.75,0.24,0.07,0.06,23%,17%,FALSE,Male,FRANCE,French,eu|na,valorant challengers
Veer,Michael,Wyatt Graham Blevins,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,LS,"omen, astra, viper",2029.0,0.91,170.8,0.83,70%,109.6,0.59,0.34,0.04,0.06,26%,10%,FALSE,Male,FRANCE,French,na,valorant challengers
maryna,Maryna,Semyaniv,active,http://static.lolesports.com/players/1632345828872_silhouette-female.png,:3,"Omen, Astra, Viper",2591.0,0.9,182.6,0.84,67%,121.0,0.64,0.27,0.08,0.1,29%,15%,FALSE,Female,United States,English,na,valorant challengers
POISED,Kevin,Ngo,active,http://static.lolesports.com/players/silhouette.png,TSM,"omen, killjoy, cypher",6952.0,0.92,183.1,0.91,72%,119.7,0.65,0.27,0.07,0.08,23%,13%,TRUE,Male,Canada,English/French,na,valorant challengers
dazzLe,Will,Loafman,active,http://static.lolesports.com/players/1627509375512_silhouette.png,TTR,"Sova, Skye, Breach",6373.0,0.95,191.6,0.9,72%,126.3,0.64,0.36,0.09,0.09,19%,14%,FALSE,Male,United States,English,na,valorant challengers
flyuh,Xavier,Carlson,active,http://static.lolesports.com/players/1646157681944_placeholder.png,MxS,"Viper, KAY/O, Breach",7888.0,0.95,187.1,0.91,72%,122.8,0.64,0.39,0.07,0.1,25%,12%,TRUE,Male,United States,English,na,valorant challengers
Ellie,Elena,Garland,active,http://static.lolesports.com/players/1632345972108_silhouette-female.png,TSM.X,"Raze, Skye, Sova",1669.0,0.93,201.2,0.89,67%,132.3,0.68,0.29,0.09,0.11,27%,11%,FALSE,Female,United States,English,eu|na,valorant challengers
NiSMO,Marc-Andre,Tayar,active,http://static.lolesports.com/players/1646299419795_placeholder.png,M80,"KAY/O, Raze, Breach",7323.0,1.12,229.3,1.14,75%,148.3,0.78,0.38,0.12,0.09,26%,17%,FALSE,Male,Canada,English/French,na,valorant challengers
corey,Corey,Nigra,active,http://static.lolesports.com/players/1627507840111_silhouette.png,DZ,"Raze, Jett, Chamber",7553.0,1.09,228.1,1.12,72%,150.7,0.79,0.23,0.13,0.11,26%,12%,FALSE,Male,United States,English,na,valorant challengers
POACH,Brumleve,Jake,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,DSG,"Sova, Viper, Astra",4072.0,0.99,180.4,0.95,72%,118.2,0.62,0.29,0.07,0.08,24%,13%,FALSE,Male,UNITED STATES,English,na,valorant challengers
ZexRow,Anthony,Colandro,active,http://static.lolesports.com/players/1646299847325_placeholder.png,MAD,"Chamber, Killjoy, Jett",5199.0,1.08,216.2,1.13,71%,138.8,0.77,0.18,0.12,0.1,22%,14%,FALSE,Male,United States,English,na,valorant challengers
v1c,Victor,Truong,active,,C9,"Omen, Brimstone, Killjoy",7756.0,1.12,218.9,1.14,75%,142.6,0.76,0.36,0.09,0.08,26%,19%,FALSE,Male,United States,English,na,valorant challengers
ScrewFace,Kyle,Jensen,active,http://static.lolesports.com/players/1686715176903_EG_SCREWFACE.png,AMB,"Jett, Raze, Sova",8007.0,1.03,221.6,1.04,68%,141.3,0.77,0.21,0.16,0.14,20%,14%,FALSE,Male,United States,English,na,valorant challengers
Zander,Alexander,Dituri,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,100T,"Omen, Viper, Astra",6937.0,1.08,207.8,1.09,76%,132.5,0.73,0.37,0.09,0.09,25%,20%,FALSE,Male,Canada,English/French,na,valorant challengers
BABYBAY,Andrej,Francisty,active,http://static.lolesports.com/players/1627507954305_silhouette.png,Team,"jett, raze, neon",5773.0,1.1,241.3,1.14,71%,151.7,0.82,0.21,0.19,0.15,18%,12%,FALSE,Male,UNITED STATES,English,na,valorant challengers
Xhowi,Luis,Corcino,active,http://static.lolesports.com/players/1676360856579_placeholder.png,IL,"Viper, Omen, Raze",1412.0,1.01,209.9,1.05,70%,139.2,0.74,0.21,0.11,0.12,31%,16%,FALSE,Male,UNITED STATES,English,na,valorant challengers
TiGG,Tanner,Spanu,active,http://static.lolesports.com/players/1627509402699_silhouette.png,FaZe,"Sova, Astra, Viper",4459.0,0.98,193.1,0.94,72%,127.1,0.67,0.33,0.08,0.1,23%,17%,FALSE,Male,United States,English,na,valorant challengers
wedid,Matthew,Suchan,active,,DZ,"Omen, Viper, Brimstone",8314.0,1.05,201.1,1.02,73%,132.6,0.7,0.32,0.09,0.08,26%,15%,FALSE,Male,POLAND,Polish,na,valorant challengers
