handle,first_name,last_name,status,photo_url,org,agents,rounds_played,rating,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage,igl,gender,country,primary_language,regions
Kheops,Anis,Mokrani,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,OXR,"omen, reyna, brimstone",4386,1.02,199.1,1.01,71%,128.2,0.71,0.3,0.08,0.09,29%,18%,FALSE,Male,Algeria,Arabic,mn
OutLaw,Jinwon,Chae,active,,FLC,"viper, kayo, killjoy",5996,1,199.1,1,72%,130.5,0.7,0.32,0.08,0.08,29%,14%,TRUE,Male,SAUDI ARABIA,Arabic,mn
Liquid,James ,Yap Xu Heng,active,,TU,"sova, killjoy, breach",1066,0.91,177.3,0.85,68%,118.4,0.62,0.32,0.07,0.1,28%,17%,FALSE,Male,SAUDI ARABIA,Arabic,mn
alone,Aldair,Torres,active,http://static.lolesports.com/players/1643710821528_placeholder.png,5KSt,"brimstone, sova, omen",1052,0.85,169,0.75,64%,117.7,0.57,0.3,0.05,0.07,23%,11%,FALSE,Male,SINGAPORE,English/Malay/Mandarin/Tamil,mn
fainz,,EGN,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,RAAD,"jett, raze, neon",271,0.92,215.4,0.96,65%,137,0.74,0.14,0.16,0.17,24%,8%,FALSE,Male,Portugal,Portuguese,eu|mn
SimonD4rk,Alexandr,Skovbel,active,http://static.lolesports.com/players/1627380898632_placeholder.png,R8,"jett, raze, chamber",1394,1.06,233,1.12,71%,155.1,0.82,0.21,0.15,0.15,20%,15%,FALSE,Male,Belarus,Belarusian/Russian,eu|mn
Scarlett,Poramet,jiemmuangpak,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,GMX.L,"jett, raze, chamber",801,0.98,199,0.96,69%,131.5,0.7,0.23,0.14,0.12,23%,11%,FALSE,Male,England,English,ap|eu|mn
Bgg,Vladislav,Boev,active,http://static.lolesports.com/players/1627381357316_placeholder.png,R8,"omen, astra, viper",1613,0.98,182.7,0.98,73%,120.9,0.66,0.32,0.11,0.1,27%,14%,TRUE,Male,Russia,Russian,eu|mn
Eso177,Stanislav,Nikolov,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,OXR,"killjoy, cypher, omen",1038,1.11,216.1,1.14,70%,146.7,0.78,0.18,0.11,0.08,29%,15%,FALSE,Male,Bulgaria,Bulgarian,eu|mn
shalaby,Mohamed,Shalaby,active,http://static.lolesports.com/players/1627374974608_placeholder.png,RAAD,"raze, killjoy, jett",4800,1.02,212.6,1.03,70%,139.4,0.73,0.25,0.11,0.12,20%,15%,FALSE,Male,Egypt,Arabic,eu|mn
Jinx,HONGKYO,JEONG,active,,212,"raze, phoenix, brimstone",212,0.76,170.2,0.7,57%,115.9,0.58,0.25,0.05,0.09,25%,10%,FALSE,Male,SOUTH KOREA,Korean,ap|jp|mn
Soto,Soto ,Mauricio,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,LUC,"chamber, killjoy, reyna",6392,1,211.2,1.04,67%,139.9,0.76,0.17,0.12,0.11,36%,12%,FALSE,Male,United States,English,na
jayp,Joï¿½ï¿½,Muller,active,http://static.lolesports.com/players/1660832894897_placeholder.png,PHX,"killjoy, jett, cypher",303,0.89,178.6,0.84,67%,124.2,0.62,0.24,0.05,0.08,23%,10%,FALSE,Male,BRAZIL,Portuguese,na
Loco,Hoï¿½ï¿½ï¿½ï¿½,Duy,active,http://static.lolesports.com/players/1628491207288_1599762334741_silhouette.png,TOPG,"raze, jett, skye",520,0.83,169.1,0.74,66%,112.9,0.6,0.33,0.09,0.1,25%,13%,FALSE,Male,BRAZIL,Portuguese,ap|mn
yami,Masato,Saitoh,active,,(+8),"raze, jett, fade",423,0.8,189,0.75,62%,121.8,0.63,0.16,0.11,0.12,20%,6%,FALSE,Male,VIETNAM,Vietnamese,mn
Nerufi,Kato ,Kirio,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,CGZ,"sova, skye, raze",645,0.91,182.5,0.9,71%,119.5,0.62,0.28,0.06,0.07,21%,12%,FALSE,Male,SAUDI ARABIA,Arabic,jp
YuuMac,Yuma,Suzuki,active,,SYS,"jett, chamber, omen",386,0.89,179.3,0.81,63%,113.8,0.63,0.21,0.1,0.11,19%,18%,FALSE,Male,JAPAN,Japanese,jp
Mickebwoy,Mikoï¿½ï¿½ï¿½,Chojnacki,active,http://static.lolesports.com/players/1627376065104_placeholder.png,AXL,"sova, sage, skye",1038,1.07,194.2,1.04,76%,129.5,0.67,0.41,0.05,0.03,19%,9%,FALSE,Male,Poland,Polish,eu|mn
Esperanza,Jinchul,Jung,active,,NFX,"killjoy, sova, breach",487,1.07,213,1.08,71%,141.6,0.76,0.22,0.1,0.07,32%,14%,FALSE,Male,South Korea,Korean,jp
allow,Park,Sang-wook,active,,IGZ,"jett, raze, neon",576,1.05,228.9,1.02,68%,157.9,0.79,0.2,0.12,0.14,26%,15%,FALSE,Male,South Korea,Korean,jp
Syouta,Mu,Houren,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,ZETA,"astra, jett, raze",2997,1.14,230.3,1.18,72%,150.3,0.82,0.26,0.13,0.12,27%,15%,FALSE,Male,Japan,Japanese,jp
Derialy,Daichi,Doi,active,,FL,"sova, killjoy, cypher",2939,0.92,179.4,0.91,69%,119.2,0.63,0.21,0.07,0.09,27%,13%,FALSE,Male,Japan,Japanese,jp
LOB,Byeonggeon,Im,active,http://static.lolesports.com/players/1679651466474_placeholder.png,VL,"sova, sage, breach",1776,1.13,204.8,1.14,75%,136.8,0.73,0.3,0.04,0.04,29%,17%,FALSE,Male,Japan,Japanese,jp
RIpper,Mark Louis Nino Cerenio,Laguardia,active,http://static.lolesports.com/players/1628490141775_1599762334741_silhouette.png,(+2),"omen, astra, viper",283,0.73,171.3,0.7,57%,108.9,0.59,0.19,0.12,0.14,22%,9%,FALSE,Male,SOUTH KOREA,Korean,ap|mn
Blackwiz,Mikame,Kohei,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,NFX,"viper, omen, astra",2853,0.91,177.9,0.89,69%,116.3,0.64,0.31,0.06,0.09,27%,14%,FALSE,Male,PHILIPPINES,Filipino/English,jp
TenTen,Kim,tae Young,archived,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,FAV,"jett, raze, chamber",1263,1.13,250.3,1.15,70%,160.3,0.85,0.19,0.21,0.17,19%,15%,FALSE,Male,South Korea,Korean,jp
lumo,Maksim,Demianovskikh,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,SZ,"omen, skye, kayo",967,1.11,198.3,1.1,78%,128.5,0.7,0.45,0.05,0.05,24%,14%,FALSE,Male,Japan,Japanese,jp
Allen,Kawai,Aren,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,BCS,"omen, viper, astra",2033,0.89,169.5,0.85,71%,112.8,0.59,0.33,0.07,0.08,20%,15%,FALSE,Male,Japan,Japanese,jp
Tonbo,Ryosuke,Ohtsuka,active,,FL,"sova, cypher, killjoy",1427,1.01,198.5,0.95,69%,132.8,0.69,0.24,0.08,0.06,28%,14%,FALSE,Male,Japan,Japanese,jp
Kr1stal,Savva,Fedorov ,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,XLG,"sova, jett, sage",2081,1.12,217.7,1.12,73%,141.3,0.76,0.29,0.1,0.1,23%,16%,TRUE,Male,Russia,Russian,eu|jp
KOKE,Hayato ,Hasuda,active,http://static.lolesports.com/players/1679652674621_placeholder.png,DLT,"sova, jett, fade",280,0.74,169.1,0.69,60%,108.5,0.56,0.15,0.1,0.12,24%,10%,FALSE,Male,Japan,Japanese,jp
Xiaonuo,Ryu,Syosyo,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,RNG,"omen, astra, viper",203,0.78,175.9,0.8,59%,117.4,0.64,0.22,0.12,0.14,30%,8%,FALSE,Male,JAPAN,Japanese,jp
kaguya,Akihito,Nakamura,active,,Xene,"jett, astra, skye",265,0.74,161.4,0.74,61%,106.3,0.57,0.24,0.07,0.07,23%,14%,FALSE,Male,CHINA,Mandarin,jp
Tempura,Gou,Hirakawa,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,NTH,"omen, viper, astra",376,0.77,164.7,0.71,67%,102.7,0.56,0.3,0.06,0.08,28%,11%,FALSE,Male,Japan,Japanese,jp
Dualing,Ryo,Imayoshi,active,,BCS,"skye, kayo, omen",361,0.95,210.1,0.93,64%,137.7,0.75,0.18,0.16,0.17,25%,18%,FALSE,Male,Japan,Japanese,jp
Rico,Junseo,Han,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,BB,"raze, breach, sage",342,0.8,193.1,0.76,66%,119.4,0.63,0.24,0.11,0.12,22%,5%,FALSE,Male,JAPAN,Japanese,jp
TENSAI,SEUNGJIN,JEONG,active,,NFX,"sova, reyna, jett",1364,0.98,206.2,0.93,71%,135.7,0.68,0.34,0.07,0.08,22%,10%,FALSE,Male,South Korea,Korean,jp|oce
hideonsmoke,Min-seok,Shin,active,http://static.lolesports.com/players/1679651902892_placeholder.png,FCS,"killjoy, raze, breach",249,0.69,161,0.65,61%,112.9,0.55,0.17,0.06,0.12,22%,9%,FALSE,Male,Japan,Japanese,jp
Biju,Ren,Hashimoto,active,http://static.lolesports.com/players/1679652653948_placeholder.png,(+5),"omen, viper, astra",1123,0.95,180.2,0.88,71%,120.9,0.64,0.34,0.08,0.07,25%,18%,FALSE,Male,Japan,Japanese,jp
Kaminari,Daiki,Kadoi,active,,RIG,"omen, cypher, killjoy",1931,0.89,194,0.93,66%,121.1,0.68,0.2,0.12,0.14,22%,13%,FALSE,Male,Japan,Japanese,jp
Shinryaku,Hiroto,Ueda,active,,(+2),"killjoy, raze, brimstone",208,0.72,156.5,0.68,61%,100.5,0.52,0.25,0.03,0.11,12%,18%,FALSE,Male,Japan,Japanese,jp
Anker,Uematsu,Yuta,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,JDT,"sova, cypher, killjoy",393,0.92,191.5,0.89,70%,124.4,0.66,0.23,0.07,0.07,29%,8%,FALSE,Male,JAPAN,Japanese,jp
kayle,Ahmad Aqil,Bin Ariff,active,http://static.lolesports.com/players/1680005965171_placeholder.png,DK,"jett, raze, cypher",566,0.97,217.2,0.95,67%,139.7,0.73,0.22,0.17,0.14,24%,19%,FALSE,Male,Malaysia,Malay,ap|jp
BRIAN,Yasui,Hayato,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,RC,"raze, chamber, killjoy",1331,0.96,207.1,0.98,69%,138.3,0.72,0.24,0.15,0.14,27%,14%,TRUE,Male,Japan,Japanese,jp
Feez,Katsuhiro,Morisaki,active,,RC,"viper, cypher, killjoy",1330,1.01,192.4,1,72%,125.8,0.67,0.27,0.05,0.05,16%,11%,FALSE,Male,Japan,Japanese,jp
Only1,Dan-il,Park,active,http://static.lolesports.com/players/1679993274396_placeholder.png,DK,"jett, raze, chamber",281,0.98,212.6,1.03,66%,136.1,0.75,0.16,0.17,0.15,23%,17%,FALSE,Male,South Korea,Korean,jp
bazz,Matsuyama,Naoki,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,CGZ,"omen, astra, viper",1802,0.95,197.8,0.91,71%,127.6,0.68,0.36,0.09,0.11,25%,16%,FALSE,Male,Japan,Japanese,jp|oce
muto,Taisei,Muto,active,http://static.lolesports.com/players/1654131934007_silhouette_transparent1.png,RC,"fade, skye, sova",1642,0.96,172.2,0.9,74%,118.5,0.6,0.4,0.06,0.07,25%,16%,FALSE,Male,Japan,Japanese,jp
Gb0x,Ibuki,Shibuya,active,,SYS,"omen, astra, killjoy",368,0.9,194.8,0.81,63%,126.1,0.65,0.26,0.07,0.08,20%,11%,FALSE,Female,Japan,Japanese,jp
oitaN,Nobuyuki,Takahashi,active,,IGZ,"killjoy, cypher, viper",2152,0.98,194.8,0.93,68%,136.2,0.66,0.23,0.08,0.09,24%,12%,TRUE,Male,Japan,Japanese,jp
CLZ,Syo,Mizutani,archived,,ZETA,"jett, kayo, astra",3270,1.04,203.3,1.02,73%,132.9,0.71,0.28,0.11,0.1,24%,19%,TRUE,Male,Japan,Japanese,jp
hyouka,Kojima,Satoshi,archived,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,HIT,"omen, killjoy, viper",809,0.83,168,0.82,66%,110.3,0.58,0.23,0.07,0.07,21%,7%,FALSE,Male,Japan,Japanese,jp
okeanos,Anthony,Dat Nguyen,active,,BLIN,"jett, raze, chamber",7246,1.03,236,1.07,68%,151,0.83,0.19,0.19,0.16,28%,14%,FALSE,Male,Vietnam,Vietnamese,na
Denz,Josh Denzel,Mesa,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,IluZ,"sova, sage, skye",674,0.82,177.8,0.72,64%,124.3,0.58,0.26,0.04,0.08,19%,8%,FALSE,Male,PHILIPPINES,Filipino/English,na
Bob,Bob,Tran,active,http://static.lolesports.com/players/1632346459951_silhouette.png,SAD,"sova, viper, skye",7065,1.1,211.1,1.1,74%,139.8,0.73,0.34,0.08,0.07,27%,16%,FALSE,Male,Australia,English,na|oce
Noia,Nicole ,Tierce,active,http://static.lolesports.com/players/1633033031951_silhouette.png,SR,"killjoy, cypher, chamber",4977,1.02,203,1.08,71%,135.6,0.72,0.18,0.09,0.09,28%,15%,FALSE,Female,Denmark,Danish,eu|na
Exotic,John Danlee,Mag aso,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,Valo,"jett, raze, phoenix",850,0.86,180.5,0.78,61%,121.7,0.61,0.2,0.08,0.1,25%,12%,FALSE,Male,Philippines,Filipino/English,ap|na
nAvarro,Navarro,Oswaldo,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,6K,"sova, fade, skye",404,0.85,164,0.75,65%,114.8,0.56,0.26,0.03,0.05,31%,11%,TRUE,Male,Mexico,Spanish,na
Wardell,Mattew,Yu,active,http://static.lolesports.com/players/1627508301530_silhouette.png,TSM,"jett, chamber, sova",4670,1.2,241.8,1.37,74%,149,0.88,0.15,0.17,0.09,21%,15%,FALSE,Male,Canada,English/French,na
hysteria,KENJI TANG JIA REN,JIA REN,archived,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,BRK.GC,"raze, jett, breach",256,0.96,217.3,0.9,63%,146.3,0.71,0.2,0.13,0.17,24%,11%,FALSE,Male,UNITED STATES,ENGLISH,na
gio,Giovani,Lainati,active,,YDZ.B,"skye, jett, kayo",922,0.77,164.8,0.73,66%,107.5,0.57,0.29,0.05,0.09,26%,11%,FALSE,Male,Chile,Spanish,na
chase,Davi,Mello,active,,(+1),"raze, jett, omen",245,1,194.7,0.93,75%,125.4,0.67,0.4,0.09,0.05,22%,15%,FALSE,Male,Brazil,Portuguese,na|sa
oderus, Chad, Miller,active,http://static.lolesports.com/players/silhouette.png,MxS,"viper, killjoy, jett",7243,0.97,198.6,0.97,69%,129.9,0.69,0.22,0.11,0.13,27%,17%,FALSE,Male,UNITED STATES,English,na
silenx,Jonathan,David Huntington,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,WU,"killjoy, viper, omen",6974,0.97,198.3,0.97,70%,131.1,0.7,0.25,0.1,0.1,30%,17%,FALSE,Male,United States,English,na
karie,Marceline,Carson,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,SNG,"killjoy, cypher, chamber",2639,1.05,213.1,1.07,71%,142.5,0.76,0.19,0.08,0.08,26%,14%,FALSE,Female,United States,English,na
dazzle,Will,Loafman,active,http://static.lolesports.com/players/1627509375512_silhouette.png,TTR,"sova, skye, raze",6373,0.95,191.6,0.9,72%,126.3,0.64,0.36,0.09,0.09,19%,14%,FALSE,Male,United States,English,na
koalanoob,GianFranco,Potestio,active,http://static.lolesports.com/players/1646299385264_placeholder.png,M80,"jett, chamber, omen",7631,1.12,238.8,1.22,72%,148.3,0.85,0.19,0.19,0.14,22%,14%,FALSE,Male,Canada,English/French,na
GianSanity,Abilla,Gian Carlo F.,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,1MS,"jett, cypher, killjoy",378,1.01,219.5,1.08,70%,145.2,0.78,0.15,0.17,0.12,22%,11%,FALSE,Male,PHILIPPINES,Filipino/English,ap|na
snarly,Nathan,Bardis,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,QOR,"raze, kayo, jett",5318,0.93,196.1,0.92,69%,128.2,0.68,0.27,0.13,0.13,30%,12%,FALSE,Male,United States,English,na
Lear,Dayton,Akau,active,http://static.lolesports.com/players/1646157407980_placeholder.png,THNK,"sova, skye, fade",8083,1,190.3,0.97,73%,126.4,0.66,0.34,0.07,0.08,22%,13%,TRUE,Male,United States,English,na
Frosty,Ashton,Rokoske,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,PK.A,"killjoy, raze, jett",5168,0.85,186.3,0.86,66%,123.8,0.65,0.18,0.13,0.16,31%,15%,FALSE,Male,United States,English,na
Gman,Gabriel Ordaz,Gabe,active,http://static.lolesports.com/players/1654673465852_placeholder.png,CD,"cypher, killjoy, sage",2043,0.96,194.4,0.91,68%,122.1,0.69,0.21,0.07,0.09,26%,21%,FALSE,Male,CUBA,Spanish,na
dcop,Muï¿½ï¿½ï¿½,Jose,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,FSN,"sova, raze, reyna",3510,1.05,216,0.99,72%,139.7,0.71,0.37,0.11,0.11,17%,16%,FALSE,Male,CUBA,Spanish,na
SKULLL,Juan,Rojas,active,,KZN,"sova, jett, raze",237,0.89,180.4,0.77,68%,124,0.62,0.28,0.05,0.09,20%,14%,FALSE,Male,MEXICO,Spanish,sa
denaro,Matheus,Hipolito,active,http://static.lolesports.com/players/1680158059857_placeholder.png,RED,"sova, skye, fade",396,1.07,205.7,1.03,74%,134.5,0.7,0.36,0.05,0.06,20%,29%,FALSE,Male,ARGENTINA,Spanish,sa
BandiCoot,Michael ,Mancipe,active,,PRVN,"jett, omen, astra",340,1.17,239.7,1.06,75%,148.4,0.81,0.18,0.17,0.19,23%,17%,FALSE,Male,Colombia,Spanish,sa
WKN,Alvaro,Bustos,active,,RETA,"omen, astra, viper",540,0.88,154.8,0.79,61%,99.1,0.55,0.25,0.05,0.1,16%,12%,FALSE,Male,CHILE,Spanish,sa
AztKk,Fabian,Iglesias,active,,19,"raze, skye, breach",358,1.02,254.7,1.04,69%,155.7,0.83,0.28,0.18,0.15,18%,11%,FALSE,Male,Mexico,Spanish,sa
Danielesflo,Daniel,Sanchez,active,,TC,"raze, astra, omen",865,1.09,216.4,1.03,76%,140.3,0.74,0.34,0.1,0.09,21%,14%,FALSE,Male,Colombia,Spanish,sa
v1nNy,Vinicius,Gonï¿½ï¿½ï¿½ï¿½ï¿½,active,,RED,"skye, sova, breach",622,1.01,186.9,1,77%,117.3,0.65,0.32,0.07,0.07,26%,12%,FALSE,Male,Brazil,Portuguese,sa
krain,Gustavo,Melara,active,,OLP,"sova, breach, viper",592,1.14,205,1.27,74%,128.8,0.72,0.33,0.06,0.04,15%,14%,FALSE,Male,Brazil,Portuguese,sa
tehx,Martï¿½ï¿½,Mendoza,active,,ZEN,"jett, raze, skye",287,0.93,197.3,0.93,61%,125.9,0.7,0.17,0.11,0.1,16%,12%,FALSE,Male,CHILE,Spanish,sa
Biscoit1n,Joï¿½ï¿½,Vieira,active,,MIBR.GC,"jett, omen, killjoy",1098,0.87,200.9,0.91,59%,122.4,0.7,0.18,0.16,0.18,21%,9%,FALSE,Male,CHILE,Spanish,sa
Tio,Carlos,Swing,active,http://static.lolesports.com/players/1679611112349_silhouette_transparent.png,MOX,"sova, viper, omen",434,0.99,190.9,0.92,72%,127.2,0.65,0.21,0.09,0.08,19%,12%,FALSE,Male,Chile,Spanish,sa
Gustt1nha,Gustavo,Gabriel,active,,LOS,"sova, fade, kayo",634,0.97,199.4,0.89,67%,127.9,0.67,0.27,0.06,0.1,23%,15%,FALSE,Male,BRAZIL,Portuguese,
Wolfz,Richard,Goncalves,active,,KS,"cypher, sova, omen",326,0.98,168,0.82,63%,110.4,0.57,0.26,0.06,0.09,20%,7%,FALSE,Male,Venezuela,Spanish,
Maverick,Henrique,Tozatto,active,,AJF,"omen, brimstone, sova",401,1.28,203.3,0.89,75%,136.3,0.7,0.27,0.12,0.12,23%,8%,FALSE,Male,Brazil,Portuguese,
pollo,Julio,Bernardes,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,777,"jett, chamber, skye",649,1,217.5,1.02,62%,127.9,0.76,0.15,0.16,0.14,21%,14%,FALSE,Male,Brazil,Portuguese,
Theory,Daniel,Albadan,active,,6K,"sova, viper, killjoy",214,1.05,201.7,0.83,75%,129.2,0.64,0.23,0.09,0.14,22%,8%,FALSE,Male,Colombia,Spanish,
BLD,Victor,Junqueira,active,,STE,"sage, killjoy, cypher",317,1.15,192.8,0.87,73%,120.9,0.68,0.22,0.09,0.09,21%,3%,FALSE,Male,Brazil,Portuguese,
Fuzari,Deivid,Fuzari,active,,AJF,"cypher, killjoy, viper",502,1.03,198.2,1.08,72%,122.8,0.7,0.24,0.07,0.07,25%,19%,FALSE,Male,Brazil,Portuguese,
SUTHER,Tomï¿½ï¿½,Zurita,active,,RETA,"raze, viper, kayo",579,1.02,239.3,1.14,87%,153,0.83,0.27,0.12,0.12,19%,9%,FALSE,Male,Chile,Spanish,
GuhRVN,Gustavo,Rodrigues Ferreira,active,http://static.lolesports.com/players/1660832477479_placeholder.png,HERO,"omen, astra, brimstone",237,1.05,178.6,0.89,75%,108.1,0.62,0.23,0.06,0.03,18%,11%,FALSE,Male,Brazil,Portuguese,
Fzkk,Puertas,Leonardo,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,COOP,"raze, omen, viper",688,0.77,235.1,1.08,58%,146.2,0.79,0.24,0.15,0.14,15%,18%,FALSE,Male,Brazil,Portuguese,
Baez,Jorge,Correa,active,,RETA,"jett, omen, chamber",208,0.84,185.3,0.78,61%,118.5,0.63,0.17,0.15,0.21,27%,19%,FALSE,Male,Colombia,Spanish,
pryze,Luis Henrique,Domiciano De Viveiros,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,2G,"sova, fade, raze",464,0.78,182.8,0.87,68%,114.7,0.64,0.22,0.09,0.09,18%,9%,FALSE,Male,Brazil,Portuguese,
gaabxx,Gabriel,Carli,active,,RED,"jett, sova, skye",449,1.03,199.7,0.94,69%,126.6,0.68,0.18,0.19,0.16,24%,13%,TRUE,Male,Brazil,Portuguese,
KNZY,Mauricio,Cancino,active,,RBT,"sova, skye, breach",362,0.93,174.8,0.84,73%,118.7,0.6,0.4,0.04,0.04,16%,12%,FALSE,Male,Chile,Spanish,
ezznap,Faber,Murillo,active,,FSN,"astra, omen, brimstone",258,0.46,175.2,0.75,61%,114.4,0.58,0.31,0.07,0.13,16%,7%,FALSE,Male,Colombia,Spanish,
fzkk,Puertas,Leonardo,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,COOP,"raze, omen, viper",688,0.77,235.1,1.08,58%,146.2,0.79,0.24,0.15,0.14,15%,18%,FALSE,Male,Brazil,Portuguese,
sh0twell,Javier,Rivera,active,,ZEN,"jett, raze, omen",643,1.02,203,0.93,68%,131.3,0.7,0.31,0.13,0.12,23%,12%,FALSE,Male,Chile,Spanish,
zap,Brenno Roberto,Pilicï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,2G,"jett, viper, killjoy",585,0.78,190.9,0.9,55%,119.3,0.66,0.18,0.09,0.1,20%,10%,FALSE,Male,Brazil,Portuguese,
bezn1,Gabriel Luiz,da Costa,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,TBK,"killjoy, cypher, jett",410,1.06,196.8,0.82,72%,130.3,0.63,0.31,0.07,0.11,22%,11%,FALSE,Male,Brazil,Portuguese,
tisora,Kauï¿½ï¿½,Martins,active,,SGZ,"jett, raze, chamber",415,1.01,216.3,1,67%,137.4,0.75,0.2,0.15,0.16,17%,23%,FALSE,Male,Brazil,Portuguese,
nanzin,Renan,Echternacht,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,SH,"sova, omen, breach",371,0.96,201.6,0.98,71%,136.3,0.68,0.23,0.09,0.1,32%,17%,FALSE,Male,BRAZIL,Portuguese,
rsT,Lucas,Franco,active,,EXZ,"omen, cypher, killjoy",1179,0.84,169.5,0.88,68%,115.9,0.59,0.22,0.05,0.08,18%,14%,FALSE,Male,Brazil,Portuguese,
Darker,Castro,Juan,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,EXL,"omen, breach, skye",268,0.99,209.9,0.93,67%,139.8,0.74,0.23,0.09,0.12,28%,17%,FALSE,Male,Colombia,Spanish,
TwoPotz,Matias,Gutierrez,active,,BBB,"jett, omen, viper",514,0.99,215.5,1.03,70%,128.9,0.76,0.18,0.13,0.11,21%,10%,FALSE,Male,Colombia,Spanish,
matheuZin,Matheus,Brito,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,MAR,"viper, cypher, killjoy",444,1.07,179.9,0.92,74%,114.4,0.64,0.28,0.13,0.12,25%,14%,FALSE,Male,Brazil,Portuguese,
nazek,Calderï¿½ï¿½,Joaquï¿½ï¿½,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,EsG,"raze, kayo, phoenix",295,0.82,211.1,0.96,45%,132.8,0.71,0.23,0.12,0.15,21%,21%,FALSE,Male,Chile,Spanish,
